id,split,source,source_index,variant,color,quality_score,visible_fraction,angle,blur,hand_occlusion,detection_overlay,bbox_xyxy,yolo_label,image,label,overlay
bangle_comp_089_2,train,bangle_gpt_089.png,89,2,apple_green,73.711,0.8614,-5.579,0.0,left,red_orange,"[316, 948, 632, 1153]",0 0.470238 0.586217 0.313492 0.114397,images/train/bangle_comp_089_2.jpg,labels/train/bangle_comp_089_2.txt,qa/overlays/train/bangle_comp_089_2.jpg
bangle_comp_090_1,train,bangle_gpt_090.png,90,1,imperial_green,72.944,1.0,-33.521,0.779,none,none,"[282, 683, 623, 976]",0 0.448909 0.462891 0.338294 0.163504,images/train/bangle_comp_090_1.jpg,labels/train/bangle_comp_090_1.txt,qa/overlays/train/bangle_comp_090_1.jpg
bangle_comp_090_2,train,bangle_gpt_090.png,90,2,yellow_honey,75.075,0.9679,2.84,0.887,bottom,none,"[356, 680, 759, 907]",0 0.553075 0.442801 0.399802 0.126674,images/train/bangle_comp_090_2.jpg,labels/train/bangle_comp_090_2.txt,qa/overlays/train/bangle_comp_090_2.jpg
bangle_comp_091_1,train,bangle_gpt_091.png,91,1,lavender_purple,68.726,0.8788,9.324,0.557,bottom,none,"[376, 948, 679, 1112]",0 0.523313 0.574777 0.300595 0.091518,images/train/bangle_comp_091_1.jpg,labels/train/bangle_comp_091_1.txt,qa/overlays/train/bangle_comp_091_1.jpg
bangle_comp_091_2,train,bangle_gpt_091.png,91,2,black_ink,71.925,1.0,15.175,1.615,right,none,"[267, 764, 658, 1017]",0 0.458829 0.496931 0.387897 0.141183,images/train/bangle_comp_091_2.jpg,labels/train/bangle_comp_091_2.txt,qa/overlays/train/bangle_comp_091_2.jpg
bangle_comp_092_1,val,bangle_gpt_092.png,92,1,icy_white,80.789,0.9265,23.199,0.0,right,red_orange,"[207, 948, 646, 1262]",0 0.423115 0.616629 0.435516 0.175223,images/val/bangle_comp_092_1.jpg,labels/val/bangle_comp_092_1.txt,qa/overlays/val/bangle_comp_092_1.jpg
bangle_comp_092_2,val,bangle_gpt_092.png,92,2,blue_water,86.718,1.0,19.782,0.951,bottom,red_orange,"[255, 910, 797, 1263]",0 0.521825 0.606306 0.537698 0.196987,images/val/bangle_comp_092_2.jpg,labels/val/bangle_comp_092_2.txt,qa/overlays/val/bangle_comp_092_2.jpg
bangle_comp_093_1,train,bangle_gpt_093.png,93,1,bean_green,74.979,0.962,-25.926,0.0,bottom,none,"[421, 726, 777, 967]",0 0.594246 0.472377 0.353175 0.134487,images/train/bangle_comp_093_1.jpg,labels/train/bangle_comp_093_1.txt,qa/overlays/train/bangle_comp_093_1.jpg
bangle_comp_093_2,train,bangle_gpt_093.png,93,2,dark_green,86.136,1.0,-19.719,0.918,bottom,none,"[112, 713, 645, 1081]",0 0.375496 0.500558 0.528770 0.205357,images/train/bangle_comp_093_2.jpg,labels/train/bangle_comp_093_2.txt,qa/overlays/train/bangle_comp_093_2.jpg
bangle_comp_094_1,test,bangle_gpt_094.png,94,1,white_green_flower,84.844,1.0,3.086,0.0,none,none,"[304, 649, 816, 883]",0 0.555556 0.427455 0.507937 0.130580,images/test/bangle_comp_094_1.jpg,labels/test/bangle_comp_094_1.txt,qa/overlays/test/bangle_comp_094_1.jpg
bangle_comp_094_2,test,bangle_gpt_094.png,94,2,apple_green,91.485,1.0,-20.631,0.0,bottom,none,"[201, 934, 765, 1264]",0 0.479167 0.613281 0.559524 0.184152,images/test/bangle_comp_094_2.jpg,labels/test/bangle_comp_094_2.txt,qa/overlays/test/bangle_comp_094_2.jpg
bangle_comp_095_1,train,bangle_gpt_095.png,95,1,imperial_green,79.617,0.9198,-3.671,1.379,left,none,"[341, 575, 856, 914]",0 0.593750 0.415458 0.510913 0.189174,images/train/bangle_comp_095_1.jpg,labels/train/bangle_comp_095_1.txt,qa/overlays/train/bangle_comp_095_1.jpg
bangle_comp_095_2,train,bangle_gpt_095.png,95,2,yellow_honey,78.603,1.0,-20.829,0.706,none,red_orange,"[167, 819, 602, 1108]",0 0.381448 0.537667 0.431548 0.161272,images/train/bangle_comp_095_2.jpg,labels/train/bangle_comp_095_2.txt,qa/overlays/train/bangle_comp_095_2.jpg
bangle_comp_096_1,test,bangle_gpt_096.png,96,1,lavender_purple,93.188,1.0,-7.769,0.0,none,red_orange,"[146, 691, 740, 1002]",0 0.439484 0.472377 0.589286 0.173549,images/test/bangle_comp_096_1.jpg,labels/test/bangle_comp_096_1.txt,qa/overlays/test/bangle_comp_096_1.jpg
bangle_comp_096_2,test,bangle_gpt_096.png,96,2,black_ink,89.635,1.0,3.642,1.065,left,none,"[247, 624, 837, 965]",0 0.537698 0.443359 0.585317 0.190290,images/test/bangle_comp_096_2.jpg,labels/test/bangle_comp_096_2.txt,qa/overlays/test/bangle_comp_096_2.jpg
bangle_comp_097_1,train,bangle_gpt_097.png,97,1,icy_white,88.578,0.9039,2.434,0.0,right,red_orange,"[308, 880, 927, 1262]",0 0.612599 0.597656 0.614087 0.213170,images/train/bangle_comp_097_1.jpg,labels/train/bangle_comp_097_1.txt,qa/overlays/train/bangle_comp_097_1.jpg
bangle_comp_097_2,train,bangle_gpt_097.png,97,2,blue_water,70.732,1.0,33.001,1.459,right,red_orange,"[307, 656, 665, 962]",0 0.482143 0.451451 0.355159 0.170759,images/train/bangle_comp_097_2.jpg,labels/train/bangle_comp_097_2.txt,qa/overlays/train/bangle_comp_097_2.jpg
bangle_comp_098_1,train,bangle_gpt_098.png,98,1,bean_green,87.542,1.0,0.537,0.0,left,red_orange,"[339, 615, 854, 895]",0 0.591766 0.421317 0.510913 0.156250,images/train/bangle_comp_098_1.jpg,labels/train/bangle_comp_098_1.txt,qa/overlays/train/bangle_comp_098_1.jpg
bangle_comp_098_2,train,bangle_gpt_098.png,98,2,dark_green,78.74,1.0,33.139,0.0,none,red_orange,"[336, 852, 668, 1133]",0 0.498016 0.553850 0.329365 0.156808,images/train/bangle_comp_098_2.jpg,labels/train/bangle_comp_098_2.txt,qa/overlays/train/bangle_comp_098_2.jpg
bangle_comp_099_1,train,bangle_gpt_099.png,99,1,white_green_flower,74.734,0.8182,9.697,0.0,right,red_orange,"[159, 879, 575, 1131]",0 0.364087 0.560826 0.412698 0.140625,images/train/bangle_comp_099_1.jpg,labels/train/bangle_comp_099_1.txt,qa/overlays/train/bangle_comp_099_1.jpg
bangle_comp_099_2,train,bangle_gpt_099.png,99,2,apple_green,65.139,1.0,33.333,1.042,none,red_orange,"[444, 757, 702, 960]",0 0.568452 0.479074 0.255952 0.113281,images/train/bangle_comp_099_2.jpg,labels/train/bangle_comp_099_2.txt,qa/overlays/train/bangle_comp_099_2.jpg
bangle_comp_100_1,test,bangle_gpt_100.png,100,1,imperial_green,93.944,1.0,-12.112,0.0,none,none,"[224, 585, 798, 973]",0 0.506944 0.434710 0.569444 0.216518,images/test/bangle_comp_100_1.jpg,labels/test/bangle_comp_100_1.txt,qa/overlays/test/bangle_comp_100_1.jpg
bangle_comp_100_2,test,bangle_gpt_100.png,100,2,yellow_honey,85.563,0.9168,8.382,1.09,right,none,"[123, 842, 719, 1201]",0 0.417659 0.570033 0.591270 0.200335,images/test/bangle_comp_100_2.jpg,labels/test/bangle_comp_100_2.txt,qa/overlays/test/bangle_comp_100_2.jpg
